first_time_customer;order_dollar_amount;num_items;age;web_order;total_transactions_to_date;hour_of_day;billing_shipping_zip_equal;reported_as_fraud_historic
0;756;13;33;0;28;14;1;0
0;446.9;1;17;0;14;2;1;0
1;583.1;9;42;0;17;10;1;0
0;231.2;2;93;0;65;18;1;0
1;913.6;8;103.5;0;32;1;1;0
1;628.4;7;85.3;0;55;15;1;0
0;587.6;20;46.3;1;84;7;1;0
1;286.3;7;38.3;0;90;0;0;0
1;766.6;18;103.2;0;89;0;1;0
1;189.7;18;109.8;1;40;16;1;0
1;78.9;20;98.5;1;35;7;1;0
1;847.2;11;77.8;0;89;1;1;0
1;472.7;5;37.8;0;88;11;0;0
0;435.2;17;75.8;0;60;5;1;0
1;276.4;10;49.8;0;81;3;1;0
0;398.9;5;103.7;0;28;20;0;0
1;965.1;13;30.2;1;32;21;0;1
0;10.4;20;66.6;0;8;7;0;0
1;134.7;8;37.3;0;52;3;0;0
0;383.4;9;90.1;0;41;19;0;0
1;183.3;6;89.5;0;77;14;1;0
1;445.6;9;62.9;0;45;0;1;0
0;199.2;9;15.2;1;96;23;0;0
1;367.9;20;55.8;0;67;2;0;1
0;555.5;9;104.1;0;97;7;0;0
0;950.1;8;68;0;99;1;0;0
0;713.1;8;10.8;0;8;4;1;0
0;464.5;2;50.7;0;1;21;0;0
0;729.1;11;60.2;0;68;1;0;0
0;455.8;8;57;0;81;4;0;0
0;973.7;6;105.2;0;78;7;0;0
1;998.6;18;68.9;0;81;12;0;1
0;552.8;19;85.6;0;89;6;0;0
0;911.5;10;51.8;1;31;10;1;0
1;938.9;10;39.6;1;71;22;0;1
1;428.3;11;85.1;1;94;5;1;0
0;307.8;12;17.5;1;16;0;1;1
0;826.6;2;20.7;0;90;21;0;1
1;83.5;3;46.1;1;24;8;1;0
0;512.9;12;17.4;1;9;13;1;0
1;189.2;4;96.6;1;25;16;0;0
1;65.1;13;103.2;1;95;11;1;0
0;505.7;16;103.5;0;77;0;0;0
1;732.1;3;14;1;33;20;1;0
0;37.4;10;85.4;1;5;21;0;0
1;889.7;14;59.6;0;95;3;0;1
0;283.8;8;18.5;0;20;20;1;0
1;954.9;19;66;1;95;2;1;0
1;319.8;14;11.3;0;69;8;0;1
0;255.6;12;45.7;1;1;8;0;0
0;82;9;31.5;0;72;0;0;0
1;358.7;4;44;0;55;20;1;0
1;362.2;8;35.3;1;92;10;1;0
1;354.4;14;12.7;1;53;15;0;1
1;7.8;9;47.8;0;82;0;1;0
1;598;15;60.7;0;33;13;0;1
1;829.8;12;45.8;1;76;15;0;1
1;408.2;10;31.6;1;17;12;1;0
1;717.4;10;93.1;0;52;13;1;0
1;223.2;13;58.1;0;68;4;1;0
0;459.4;2;76.5;0;39;12;1;0
1;713.3;12;43.3;0;1;17;1;0
0;773.1;6;94.9;1;95;10;0;0
1;350.2;20;19.4;0;2;18;0;1
0;40;16;49.9;1;30;14;1;0
0;934.4;5;32.8;1;7;11;1;0
0;248.9;7;88.3;1;4;23;1;0
1;578.6;15;106.5;0;86;16;0;0
0;645.1;16;46.4;1;63;0;0;1
1;648.6;15;29.4;1;93;6;0;1
0;587.7;6;46.8;0;57;1;1;0
0;161.1;20;22.2;0;12;17;1;0
1;113.4;6;96.8;0;87;19;1;0
0;138.9;8;31;0;75;17;1;0
1;707.2;13;38.6;0;44;9;1;0
0;422.4;13;97.2;1;73;20;1;0
0;780.7;16;101.7;1;70;21;1;0
1;438.8;14;54.3;0;42;16;0;0
0;356.7;14;107.3;1;16;22;0;0
1;427.9;17;102.5;0;42;17;1;0
0;461.2;18;74.3;0;16;3;1;1
0;625.5;12;109;0;4;16;1;0
0;723;15;77.8;1;62;14;0;0
1;902.9;4;86.5;1;82;21;0;1
1;679;20;109;1;100;19;1;0
0;364.5;3;97.6;1;61;15;1;0
1;287.8;7;87.4;0;13;6;0;0
1;401.5;19;37.2;1;78;1;0;1
1;149.4;2;75;1;37;23;1;0
0;703.2;7;40.5;1;98;15;1;0
0;933;7;41.9;0;62;21;0;1
0;725.3;9;69.6;1;96;12;1;0
1;510.6;12;34.8;1;64;10;1;0
0;114.9;7;25.3;0;4;4;1;0
0;298.2;7;96.3;0;22;4;1;0
1;592.8;18;37.6;1;60;0;1;0
1;304.7;9;87.3;1;62;18;0;0
0;792.8;14;81.6;1;19;12;0;1
1;386.5;7;60.6;1;98;2;1;0
1;557.9;8;71.5;1;68;19;1;0
1;209.9;20;36.7;0;88;20;0;0
1;193.8;20;80.8;1;4;9;1;0
1;420.9;15;31.5;0;90;21;1;0
1;179.2;20;39.9;0;17;20;1;0
1;521;5;85.8;1;40;5;0;0
0;832.8;16;60.7;1;34;21;1;1
1;951.2;7;47.4;1;18;8;0;1
0;438.6;10;37.3;1;65;8;0;0
1;881.7;20;54.2;0;49;0;0;1
1;326.2;15;75.3;1;18;13;1;0
0;210.2;3;70;0;77;5;0;0
1;410.5;18;96;1;11;14;1;0
1;265.5;9;22;0;90;0;1;0
1;686.2;14;69.4;1;48;21;1;0
0;720;8;90.1;0;8;0;1;0
0;180.8;12;23.2;0;3;21;0;0
0;207.3;18;98.4;1;21;3;0;1
0;864.3;16;78.6;1;63;21;0;1
0;148.7;6;58.5;1;2;21;1;0
1;15.5;9;63.7;1;74;22;1;0
0;285;20;14.9;0;49;19;1;0
1;545.9;18;53.4;0;50;1;0;1
1;416.8;10;42.1;0;25;18;1;0
0;780;7;86.6;0;93;7;1;0
1;850.7;17;43.8;0;14;23;0;1
1;193.6;17;109.6;1;60;11;1;0
0;53.4;20;104.4;0;73;2;0;0
0;608;1;97.8;1;53;6;0;0
1;12.2;15;41.7;1;8;2;1;1
0;341.8;18;102.6;1;54;6;1;0
0;802.9;8;12.2;1;43;5;1;0
1;820;19;77.1;0;76;16;1;0
0;864.6;15;18;1;12;13;1;1
1;139.8;6;27.2;0;73;5;1;0
1;481.6;8;65.9;0;39;16;1;0
0;93;11;40.5;0;48;11;1;0
1;971.8;19;28.2;1;56;4;0;1
0;146.5;3;42.2;0;34;17;0;0
0;83.5;5;55.8;1;94;2;1;0
1;878.8;16;27.2;1;71;22;1;0
0;97.5;13;92.7;1;15;3;1;1
0;374.1;8;20.3;0;49;19;1;0
1;137.5;20;43;1;24;21;1;0
1;73.2;18;12.1;0;53;19;1;0
0;187;19;39.8;1;16;23;1;0
0;581.8;9;22.9;1;71;17;1;0
0;313.3;5;65.4;1;3;22;1;0
1;935.1;3;42.7;1;9;23;0;1
0;598.7;12;74.5;0;81;1;0;0
0;820.3;11;99.2;0;62;10;0;0
0;278.3;1;68.4;0;68;8;1;0
0;255.2;11;101.5;0;97;23;0;0
1;585.4;19;71.7;0;89;0;0;1
1;225;15;11.8;0;91;15;1;0
0;803.6;3;61;0;37;1;0;0
0;774.9;16;93.3;0;76;9;1;0
0;25.8;5;95.1;1;66;17;1;0
1;60.6;1;85.7;1;50;19;1;0
0;120.7;7;97.2;1;70;22;0;0
0;855.4;9;57;1;85;19;0;1
1;405.8;8;39.9;0;97;7;1;0
1;14.7;14;83.1;1;3;18;0;0
0;527.8;4;81.1;0;39;14;0;0
0;396.9;13;103.4;0;54;14;1;0
1;50.1;9;102.2;0;65;11;1;0
1;742;17;103.7;1;55;3;1;0
1;246.6;17;98.6;1;29;13;0;1
1;6.9;10;76.7;1;36;10;1;0
1;603.6;19;71.6;0;16;5;0;1
1;657.8;8;108.5;0;45;8;1;0
1;528.2;9;72.9;0;69;5;0;0
0;419.6;9;42.6;0;62;13;1;0
0;763.1;1;50.3;0;49;11;1;0
0;982.4;2;70.3;1;69;21;1;0
1;9.9;6;45.8;1;80;10;1;0
1;164.9;4;99.4;0;28;20;1;0
1;258.1;1;95.9;1;26;10;0;1
1;34.9;19;47.9;0;21;10;0;0
1;321.7;16;83.3;0;50;3;0;1
1;487.1;9;16.4;1;97;15;1;0
0;82.9;6;90.7;0;12;15;1;0
1;777.1;17;86.1;0;69;19;1;0
1;942.5;20;106.9;0;40;12;1;0
1;513.8;8;95;0;35;4;1;0
1;977.7;7;34.4;1;42;20;0;1
1;607.4;6;40.1;1;43;15;0;0
0;306.7;7;49.3;1;3;0;1;1
0;675.3;20;56.8;0;69;20;1;0
0;160.2;17;62.9;1;6;13;0;0
0;404.9;14;25.6;1;60;18;1;0
0;160.6;7;35.4;1;44;19;0;0
1;373;18;55.2;0;69;7;0;1
0;307;13;91.7;0;64;10;0;0
0;823.1;13;93.2;0;68;7;0;0
0;168.8;2;88.6;1;90;18;0;0
0;898.6;6;12.9;1;53;6;0;1
1;784.9;3;84.5;0;85;8;1;0
1;834.2;9;28.2;1;15;16;1;0
1;770.9;8;61.1;1;91;1;1;0
1;603.1;4;84.2;1;22;23;0;1
0;132.6;10;46.5;0;10;4;0;0
1;522.6;5;75.5;0;46;5;0;0
0;287.4;15;90.5;0;53;15;0;0
1;315.6;19;41.7;0;17;10;0;1
0;791.9;2;42.6;1;42;14;0;1
0;129.5;16;88.9;0;18;10;0;0
0;276.9;18;80.4;0;80;14;0;0
1;12.4;19;89.1;0;2;12;1;0
1;89.4;15;41.5;1;61;1;1;1
1;346;2;106.1;0;53;12;0;0
1;141.8;6;106.3;0;59;22;0;0
1;735.7;13;98.2;1;71;19;1;0
0;467.6;18;83.5;1;57;6;0;0
0;857.6;18;48.4;0;1;18;1;1
0;985.2;9;47;1;53;12;1;0
1;762.8;16;71;0;80;22;0;1
1;966.9;6;74.6;0;100;18;0;1
1;138.3;11;45.4;1;38;17;1;0
0;717.2;12;39.9;1;34;3;0;1
1;25.1;18;26.9;1;6;1;1;0
1;956.3;11;104.3;1;27;15;0;1
0;493.9;3;84.4;0;86;4;1;0
0;411.5;12;62.6;1;32;6;0;0
0;776.6;19;15;1;27;16;0;1
1;115.6;12;89.5;1;54;19;0;0
0;356.4;18;85.6;1;58;15;1;0
0;911.7;3;38.5;0;10;14;0;0
1;513.4;11;51.4;1;32;16;0;1
1;666.1;10;42.7;1;16;3;1;0
0;828.2;14;101.5;1;26;20;0;1
1;687.4;4;67.7;1;66;21;1;0
0;142.2;18;81.2;0;52;14;1;0
0;852.8;12;65.8;0;32;6;1;0
1;475.3;2;41.6;0;21;0;0;0
1;941.6;12;83.2;1;61;11;1;0
0;399.6;12;65.9;0;20;3;1;0
1;675.4;10;68.2;1;91;7;0;1
0;371.7;6;22.4;1;47;13;0;0
0;966;4;31.7;1;67;13;0;0
0;520.7;1;95.4;1;50;22;1;0
0;869.6;2;10.3;1;69;21;1;1
1;393.6;10;41.7;0;30;19;0;0
0;748.3;13;79.7;0;46;20;1;0
1;158.2;15;25.3;1;46;13;1;0
0;139;19;72.2;1;64;14;1;0
1;762.7;14;78.4;0;85;11;1;0
0;828.4;5;44.2;0;50;17;0;1
1;551.7;6;39.4;1;35;23;0;1
0;636.3;12;47.1;1;63;16;1;0
0;840.7;6;17.7;1;16;18;1;1
1;404.6;7;49;1;49;8;1;0
0;946;1;36.2;1;25;18;1;1
0;694.6;16;59.4;1;30;12;0;1
0;172.9;10;99.9;0;31;7;0;0
1;690.2;9;105.1;1;79;2;0;0
0;260.4;15;41.9;1;86;5;1;1
1;809.1;19;108.5;1;19;3;0;1
1;782.5;9;96;0;88;16;1;0
1;520.2;3;17.5;1;20;6;0;1
0;7.6;13;47;1;58;4;0;0
1;868.6;1;37.4;0;13;6;0;1
0;714;18;107;0;67;23;1;0
1;207.4;18;15.3;0;100;5;0;1
0;462.8;10;69;1;84;6;0;0
1;636.6;16;25.7;1;88;1;1;0
0;827.8;2;88.3;1;65;20;0;1
1;649;5;108.3;1;15;8;0;0
1;82.4;7;39.2;1;67;15;0;0
1;483;13;108.3;0;1;19;0;0
0;843.6;19;100.1;1;11;13;1;0
1;682.9;7;67.6;0;88;17;0;0
1;172.9;20;15;0;54;13;1;1
1;365.5;11;19;0;7;6;1;0
1;634.5;7;81.7;0;20;10;1;0
1;694.4;9;31.7;1;37;17;1;0
0;810.2;6;17.4;1;42;10;0;1
0;61;15;58.8;1;91;17;1;0
1;771.3;15;51;0;55;9;1;0
0;472.5;19;37.2;0;84;1;0;1
0;8.2;1;92.7;0;9;7;1;0
0;647.1;16;89.1;1;40;18;1;0
0;316;19;29.8;1;25;0;0;1
1;316.2;13;75.2;1;76;20;0;0
1;137.9;15;100.2;1;75;2;0;1
0;233.6;16;50.7;1;25;1;1;1
0;865.7;11;92.8;0;6;16;1;0
0;391.4;17;72.1;0;38;8;1;0
0;596.4;4;24.2;1;83;14;1;0
0;943.7;2;106.9;0;20;11;0;0
1;847.1;18;43.1;1;84;18;0;1
1;336.6;12;95.1;0;50;9;1;0
0;725.7;11;11.1;0;5;9;0;0
1;145.7;18;12;0;36;10;0;1
0;59.8;18;11.1;1;26;14;1;1
0;120.2;18;83.9;1;48;12;1;0
0;981.6;10;31.7;0;79;3;0;0
1;934.4;11;104.9;1;89;7;1;0
1;470.7;20;79.7;1;77;3;0;1
1;146.3;12;106.2;0;48;2;0;0
1;353;16;68.5;1;59;3;1;0
1;862.6;11;27.2;1;85;15;0;1
1;257.7;20;34.1;0;76;5;1;0
0;611.5;4;38.7;1;1;22;1;0
0;30.3;2;27.8;1;5;3;0;0
1;922.1;9;67.3;1;37;21;0;1
0;103.7;14;36.1;1;4;22;1;0
0;111.1;2;73.1;0;66;19;0;0
0;325;14;76.9;0;87;6;0;0
1;775.9;7;28;0;2;21;0;1
1;740.7;8;23.9;1;52;6;1;0
0;495.7;17;47.1;1;13;12;0;0
0;838;2;106.4;0;18;7;1;0
1;239;2;20.9;0;45;12;1;0
1;743.5;14;37.3;1;19;1;1;0
0;977.8;4;100.4;0;50;4;1;0
0;879;2;17.3;0;11;10;0;1
1;10.1;11;83.9;0;28;10;0;0
1;573.8;15;66.6;1;29;2;0;1
0;487.8;12;55.5;0;71;13;0;0
0;135.1;18;33.1;1;62;17;0;0
0;653.1;4;25.5;0;24;3;0;0
0;874.1;11;28;0;77;14;1;0
1;280.8;13;23.7;1;38;19;0;0
1;590.2;19;37.5;0;58;8;0;1
0;828.5;18;92.8;1;54;13;1;0
0;11.6;9;62.9;1;99;17;1;0
1;793.1;9;36.1;0;74;13;0;0
1;693.4;3;36.1;0;9;17;0;1
0;774.8;17;65;0;55;6;0;0
1;872.3;6;62.9;0;69;14;1;0
1;748.1;5;99.8;1;98;23;0;1
1;778.5;8;43.5;0;5;6;1;0
1;39.8;1;71.8;1;64;15;0;0
0;904.8;4;19.2;0;15;12;0;1
0;513.6;8;78.2;1;71;7;0;0
0;732.4;5;96.3;1;1;20;1;0
1;462.5;15;37.3;1;33;18;1;0
0;414.1;4;97.5;1;67;1;0;0
1;707.5;11;97.6;0;72;14;0;0
1;914.4;20;89.4;0;19;3;1;0
1;404;8;47.7;0;71;20;1;0
0;106.1;14;37.7;1;27;4;0;0
0;54.6;20;78;0;4;15;1;0
0;325.1;19;38.8;0;89;16;1;0
0;229.4;7;45.4;1;4;19;0;0
0;880.9;8;78.6;0;62;17;1;0
0;493.1;10;88.8;0;13;4;0;0
0;25.3;14;68.4;1;97;12;1;1
1;39;13;47.4;1;64;2;0;1
1;877.1;7;107.4;1;27;19;1;1
0;530.6;2;30.1;0;47;10;0;0
0;804.9;3;22.5;1;75;21;1;0
1;649.7;3;88.2;1;6;20;1;0
1;765.7;9;34.8;1;7;3;0;1
1;851.3;5;38.3;1;26;17;1;1
1;101.9;6;103.1;1;5;7;1;0
0;826.5;12;88.9;0;44;1;0;0
0;293.9;19;94.5;0;89;14;1;0
0;171.6;7;17.5;0;49;10;0;0
1;171.3;11;31.7;0;53;21;1;0
1;764.3;10;50.5;0;14;10;1;0
0;79.4;4;67.7;0;56;8;0;0
1;347.2;10;94.9;0;13;10;1;0
1;504.2;3;36.7;0;23;20;1;0
0;818.6;12;71.9;0;65;23;0;1
1;653.7;3;33.1;0;6;18;1;0
0;729.4;4;102.3;0;71;6;1;0
0;496.5;2;65.9;1;46;2;1;0
1;487.8;4;94.1;0;73;5;0;0
1;756.9;5;41.5;0;2;1;0;0
1;771;12;81.9;0;6;23;1;1
1;368.1;18;23;1;82;14;1;0
1;643.8;6;68.1;0;78;13;1;0
1;881;7;15.8;1;35;15;1;1
1;883.7;1;16.9;1;31;4;0;1
0;331.5;20;30.8;0;53;11;1;0
1;14.2;6;48.6;0;47;19;1;0
1;63.8;11;74.9;0;24;8;1;0
1;543.8;14;87.8;1;17;2;0;1
1;11.2;1;17.5;1;4;9;0;1
0;913.3;9;12.2;1;66;23;1;1
0;933.5;4;84.4;0;35;8;1;0
1;648.9;8;53.6;0;42;3;0;0
1;112.3;19;29.2;1;82;16;0;0
0;223.5;9;101.3;0;51;12;0;0
1;2;8;30.6;1;23;16;1;0
1;124.3;17;57;1;70;14;0;0
0;339.5;13;67.5;0;46;23;0;0
1;627.2;5;92.1;0;90;14;1;0
0;209.2;8;20.6;1;7;20;0;0
0;779.5;4;56.2;1;50;15;0;0
0;566.3;5;51.1;0;97;20;0;0
1;87.8;20;88.5;0;1;15;1;0
1;716.6;14;106.6;0;63;17;0;1
0;414.6;8;80.3;0;46;9;0;0
0;253.4;18;103.4;0;39;2;0;0
1;581.1;7;40;0;27;4;1;0
1;951.6;2;36.2;1;40;18;0;1
0;176.9;10;10.2;1;82;13;1;1
1;118.3;1;64.6;0;56;15;1;0
0;77.3;3;85.8;0;45;23;0;0
0;901.4;18;26.5;0;12;7;1;0
1;167.1;13;85.2;1;24;3;1;1
0;53.9;18;28.8;1;27;11;0;0
1;771.9;4;22.8;1;10;10;1;0
1;656.7;16;64.3;0;43;9;0;1
0;295.8;9;33.3;1;79;5;0;0
1;297.3;5;106.4;1;51;23;0;0
1;567.2;2;99;0;13;23;1;0
0;206;10;30.3;1;84;10;0;0
0;390.1;14;27.4;0;20;9;1;0
0;849.1;5;11.2;1;11;11;0;1
0;804;18;32.5;1;73;4;0;0
0;479.1;19;49.5;0;93;12;0;0
0;549.9;8;66.3;1;40;2;1;0
0;142;1;72.7;1;50;0;1;0
1;243.1;7;54.2;1;49;13;0;0
0;641.5;15;65.1;1;79;21;0;0
0;754.4;18;80.6;1;28;9;1;0
1;960.1;15;73.1;0;86;7;0;1
0;296.3;17;77.2;0;83;4;0;1
0;637.9;12;38.7;0;73;8;1;0
1;718.5;3;63.6;0;66;21;1;0
0;607.6;15;109.5;1;37;2;1;0
0;508.2;9;89.1;1;59;0;0;1
1;986.7;7;75.2;1;22;10;0;1
1;999.3;12;27.3;1;60;23;0;1
0;327.6;20;81.7;0;84;15;1;0
0;287.5;4;71.6;1;91;0;0;0
0;823.4;19;71.9;1;11;10;0;1
0;352.7;2;83.6;0;92;8;0;0
1;971.7;3;103.4;1;52;14;0;1
0;888.6;15;43.1;0;44;23;0;1
1;194.9;20;93.5;1;5;16;0;0
0;339.4;17;49.9;1;90;13;1;0
0;918;1;40.5;0;15;19;0;1
1;642.9;18;27.6;0;65;0;1;0
0;603.1;3;72.2;0;23;12;1;0
0;181.7;4;80;0;36;4;0;0
1;240.9;9;72.2;0;33;21;0;0
0;440.3;19;48.1;1;50;4;1;0
1;799.4;3;31.7;0;29;20;1;0
1;870;20;20.5;1;88;22;0;1
0;129.6;3;79.3;1;5;11;1;1
1;460.6;17;44.9;0;33;4;0;1
0;828;18;37.3;0;53;12;1;0
1;519;13;91.6;0;35;1;0;1
0;556.9;17;55.4;0;55;4;1;0
1;155;16;19.2;1;100;14;1;0
1;320.4;14;70.7;0;40;16;0;0
0;974.2;5;92.5;1;69;4;0;0
0;198.7;4;45;1;39;13;0;0
1;477.5;20;101.6;1;25;2;0;1
1;38.9;1;29.4;0;13;10;1;0
0;668.5;4;33.4;1;89;7;0;0
1;602.6;1;105.1;0;74;10;0;0
0;366.5;16;45.3;1;39;2;1;1
1;670.9;9;51.7;1;75;14;1;0
0;728.5;12;90.4;1;26;18;1;0
0;606.5;15;92.5;0;1;8;1;0
0;476;16;44.8;1;12;16;0;0
0;872.5;9;66.2;1;24;3;1;0
0;331;5;87.2;1;96;0;1;0
0;8.4;2;76.3;1;62;8;1;0
0;157.2;14;79.5;1;74;13;1;1
0;562.9;20;66.6;0;100;7;1;0
0;309.4;2;100.7;1;76;3;0;0
0;484.5;6;74.7;0;14;4;1;0
1;689.8;17;81.6;1;46;9;1;0
0;467.9;5;11.4;1;56;10;1;0
0;10.3;5;92.1;1;100;21;1;0
1;758.7;1;17.7;1;53;5;1;0
1;763.7;9;30.2;1;13;14;0;1
1;914.1;5;48.6;1;51;19;1;1
0;399.7;18;62.8;1;96;21;0;0
0;21.3;4;33.8;1;81;9;1;0
0;210.2;13;69.2;0;4;21;1;0
1;872.6;20;65.4;0;72;20;1;0
0;419.6;6;35.3;0;26;2;0;0
0;597.9;8;62.5;1;80;17;0;0
0;983.7;9;51.1;1;10;15;0;1
0;253.5;1;62.9;0;75;10;0;0
1;594.5;14;59.2;0;70;13;0;0
0;868.6;3;91.5;1;27;10;0;1
1;392.8;2;105.6;0;24;0;1;0
0;449;19;55.8;0;62;15;1;0
1;887.5;1;42.4;1;22;6;1;0
0;436.7;19;18.6;1;19;2;1;1
0;582;11;32.5;1;100;16;1;0
1;128.1;2;97.2;0;68;13;1;0
1;807.4;9;106.5;0;21;13;0;0
1;547.8;19;39.6;1;37;9;1;0
0;263.1;8;20.7;1;48;16;1;0
0;280.2;17;28.1;0;90;13;0;0
0;764.4;3;68.3;1;1;7;0;0
0;758.4;9;59.6;1;25;17;0;1
0;696.7;12;91.4;0;43;8;0;0
0;509.2;3;52.5;0;21;13;1;0
0;677.2;17;45.6;0;62;0;1;0
0;855.6;3;31;0;98;6;0;0
1;923.4;8;66.5;0;66;20;1;0
0;577;13;36.5;1;31;21;1;0
1;828.8;20;87.9;0;79;8;0;1
1;25.2;4;15.2;1;77;7;1;1
1;245.5;1;62.3;0;65;16;1;0
1;198.2;2;33.6;1;55;21;1;0
0;973.7;8;32.8;1;26;18;0;1
0;271;14;70.1;1;41;16;0;0
0;958.4;10;107.7;0;48;9;1;0
1;83.3;1;34.1;1;15;8;0;1
0;693.5;7;86.4;1;21;16;1;0
0;84.1;12;62;0;16;15;0;0
1;332;13;87.8;1;94;23;0;0
1;233.3;9;39.8;1;65;17;0;0
0;4.2;13;30;0;13;7;0;0
0;361.1;10;103.2;0;79;19;1;0
0;842.1;5;12.5;1;94;22;0;1
1;483.1;3;63.9;0;62;21;1;0
1;211.8;1;50.2;1;75;14;0;1
1;573.7;20;13.9;0;89;12;1;0
1;651.9;1;109.4;0;9;22;1;0
0;295.6;19;55.5;1;59;23;0;0
1;19.5;20;95.6;0;32;12;0;0
1;187.2;4;109.5;1;49;7;1;0
0;343.4;19;43.2;0;68;19;0;0
1;806.1;7;49.4;1;28;15;1;0
1;883.7;11;57.4;0;16;8;1;0
0;330;7;12.9;0;84;17;0;0
1;899.1;13;58;0;73;9;1;0
1;115.3;6;40.8;1;1;8;1;0
0;620.6;9;75.2;0;36;16;1;0
1;711.8;18;91.6;1;52;6;1;0
1;932.9;7;46.8;0;42;1;0;1
0;834.4;12;84.9;0;44;23;0;1
1;262.5;14;68.3;1;86;1;1;1
0;793;14;19.9;0;75;19;1;1
0;172.2;19;44.3;1;75;5;0;0
0;878;16;22;0;49;22;1;0
0;164.4;3;91.7;1;66;10;0;0
1;203.7;11;66;1;96;23;1;0
1;188.9;5;45.7;0;37;4;0;0
1;508.7;8;26.5;0;55;3;1;0
0;360.4;9;16.6;1;36;13;1;0
0;412.6;18;104.7;1;62;2;1;0
0;380.9;9;49.8;1;75;6;1;0
0;630.8;20;82.5;0;96;11;1;0
0;170.3;2;36.7;1;92;15;0;0
0;645.6;17;53.9;1;33;0;0;1
1;203.6;4;28;1;59;3;1;0
0;334.3;6;82.7;0;63;10;1;0
1;55.6;4;99.2;1;66;8;1;0
1;55.1;8;37.4;1;11;14;1;0
0;651.6;6;17.3;1;41;8;1;0
1;688.8;9;53.4;0;11;23;1;1
1;726.4;16;60.4;0;52;3;0;1
0;139;17;71.7;0;1;0;0;0
1;989.5;4;38.7;1;46;5;0;1
0;787.6;12;104.5;0;66;19;1;0
0;497.7;18;67.3;1;62;13;0;0
0;409.3;14;78.4;0;93;19;0;0
1;734.2;14;41.3;1;88;22;1;0
0;41.4;1;103.8;1;81;16;1;0
1;895.7;16;62.8;1;94;23;0;1
0;311.5;10;21.6;0;67;14;0;0
0;885.5;7;69.8;1;4;22;0;1
1;722.3;19;76.9;1;99;2;0;1
1;514.5;6;17.1;1;42;17;1;0
1;393;3;69.5;1;28;17;0;1
1;408.3;18;58.9;0;23;9;1;0
0;758;3;31.8;1;51;4;0;0
0;122.3;11;83.8;1;16;0;0;1
0;722.5;8;82.4;0;64;8;1;0
1;963.4;7;51.2;1;50;1;1;0
0;775.4;3;108.7;1;75;19;0;0
1;18.1;18;80.3;0;95;18;0;0
0;558.8;12;24.2;0;24;17;1;0
0;889.3;13;40.6;1;83;12;1;0
0;394.9;16;54.7;0;62;0;1;0
0;637.9;19;94.3;0;6;23;0;1
1;269.7;11;100.1;0;33;16;1;0
0;433.6;8;41.1;0;51;6;1;0
0;773.9;12;23.6;0;25;19;0;0
0;411.2;7;14.4;0;20;22;1;0
1;500.9;19;18.4;1;17;10;1;0
0;234.6;18;80.1;1;76;15;1;0
0;401.2;15;100.3;1;95;19;1;0
0;867.7;1;86.5;1;83;7;0;0
0;595;16;78.2;0;66;16;0;0
0;52.3;11;16.9;0;66;8;0;0
0;140.7;2;50.9;1;40;15;0;0
1;993.2;9;94;0;66;15;1;0
0;260.8;20;81.1;1;12;15;1;0
1;750.1;8;86;1;23;16;0;1
1;525.3;15;96.9;0;10;2;1;0
0;836.7;11;64.7;0;40;2;1;0
1;491.4;11;68.8;0;41;1;1;0
1;526.6;16;65.8;1;86;20;0;0
1;300.9;9;15.5;0;9;0;0;1
1;366.4;8;100.9;1;77;9;0;0
1;734;15;85;1;24;8;1;0
0;396.3;10;71.7;1;94;15;0;0
0;220.6;12;63.9;1;87;2;1;1
0;576.4;13;35.9;0;80;0;0;0
0;308.4;12;62.9;0;70;4;1;0
0;921.6;4;75.1;1;74;4;1;0
1;88.3;4;29.3;1;62;1;1;0
0;842.7;15;14.8;0;29;17;0;1
0;76.1;11;37.1;1;18;8;0;0
1;194.3;14;46.2;0;56;22;0;0
0;52.6;9;103.1;1;66;22;1;0
1;530.4;14;100.3;0;61;5;0;0
1;359.1;12;81;0;33;17;1;0
0;66.5;1;23.2;1;8;8;1;1
0;151.2;2;81.3;0;12;23;0;0
1;849.4;19;104;0;70;1;0;0
1;108.9;7;69.2;0;50;12;1;0
1;632.7;6;104.9;0;7;1;0;0
0;104.3;13;88.7;1;91;6;1;1
0;961.2;14;42.1;0;34;2;1;0
1;325.7;15;64.1;1;23;19;0;0
0;960.6;2;70;0;19;0;1;0
1;359.1;1;28.6;1;90;2;1;0
0;335.4;1;16.3;0;64;16;1;0
0;726.9;11;28.9;0;10;9;1;0
1;73.1;2;19.9;1;20;12;0;1
0;383.1;8;57.9;1;43;6;0;0
0;356;2;20;0;84;11;1;0
0;666.3;10;64;1;82;17;1;0
0;179.5;12;47.6;1;31;9;1;1
0;208.7;9;86.6;1;92;18;1;0
0;177.9;6;69;1;28;12;1;0
0;303.2;11;69.8;0;56;7;1;0
0;156.9;20;31;1;83;19;1;0
1;226.7;7;102.2;1;89;14;0;0
1;833.3;6;57.8;1;71;6;0;1
0;20.9;4;33.7;1;50;2;1;0
0;281.8;13;51.1;0;5;23;1;0
1;230.2;20;19.9;0;15;2;0;1
1;588.3;15;40.2;0;77;4;1;0
1;96.2;9;42.4;0;64;6;1;0
0;211.3;16;35.9;0;40;6;1;0
1;709.2;6;57.1;0;19;4;1;0
1;549.1;11;35.3;0;73;10;0;0
1;617.7;14;18.8;0;94;9;0;1
